HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.inactive_id,Input.not_english_id,Input.personal_id,Input.brand_id,Input.travel_id,Input.beauty_id,Input.gastro_id,Input.politics_id,Input.style_id,Input.family_id,Input.sports_id,Input.health_id,Input.arts_id,Input.other_id,Input.user_id,Answer.category_all_arts,Answer.category_all_beauty,Answer.category_all_family,Answer.category_all_gastronomy,Answer.category_all_health,Answer.category_all_other,Answer.category_all_politics,Answer.category_all_sports,Answer.category_all_style,Answer.category_all_travel,Answer.category_most_index,Answer.classify_account,Answer.other_text,Approve,Reject
31D0ZWOD0BJ3M5GPWJ9E5KE75Z90A7,3H9KHFULG6NAW110HXA1HKYRSBYCEM,"Identify ""Self-promoting"" Twitter Accounts","Identify which Twitter accounts are used to promote the user's online career, expertise, or online presence.  Also categorize what domain the user specializes in.","twitter, user, categorization",$0.06 ,Tue Oct 30 16:13:54 PDT 2018,3,BatchId:3417887;OriginalHitTemplateId:920937340;,900,259200,Tue Nov 06 15:13:54 PST 2018,,,35BLDD71I8HN3YN71BI4WQQRFNCVZF,A2P76QVLSGJR45,Submitted,Tue Oct 30 16:49:50 PDT 2018,Tue Oct 30 16:50:00 PDT 2018,Fri Nov 02 16:50:00 PDT 2018,,,,10,100% (70/70),100% (70/70),0% (0/0),1YjSjnArcKlmtIyNbVUimjRhnXeGwXHpL,1qgZvxRAbVk0iBCJBB73I4CrwxbKbA_zd,1iH5Tv1OmovyhiwuvRWiOVioIWlGBhQlS,1u3n3mMmYcFCTMD5Yuhax2Xr1bYcGQU5r,11gtzS6xvMctmzjDfkAy6jKH6ERjnt1hx,16jQKjFZoCrU0GjAv-L3lnn3zDVV76etg,1eD8jx_qa7IF4_4bcmTkNgdrveLajXq89,1rJQsnbwTtoXFTRq37ATFSTGaJaPn2uX1,13lIg99ukplqrelqPpYNnqvtLj38ymZgp,1fKsoDk_FvW0kAoExhq_d7FelMt7xGXvU,1Ea005AV1cIe8fceJEyTCcYxNar59TUuJ,1wzkO_7V9ZEGkPeumcZtbwE0zbtFp03cg,1t5g7ATcuKVXgXwztO0df_ELwrilNNGi-,1gS6sArS_N21Cv52gwCdutF8dIq0Ky0gy,9.57336E+17,,,,,,,,,,,arts,promoting,{},X,
31D0ZWOD0BJ3M5GPWJ9E5KE75Z90A7,3H9KHFULG6NAW110HXA1HKYRSBYCEM,"Identify ""Self-promoting"" Twitter Accounts","Identify which Twitter accounts are used to promote the user's online career, expertise, or online presence.  Also categorize what domain the user specializes in.","twitter, user, categorization",$0.06 ,Tue Oct 30 16:13:54 PDT 2018,3,BatchId:3417887;OriginalHitTemplateId:920937340;,900,259200,Tue Nov 06 15:13:54 PST 2018,,,37UEWGM5HVSYFVLIKG423ZHCH2KR1R,A1DCKRRPA4AWVD,Submitted,Tue Oct 30 16:21:04 PDT 2018,Tue Oct 30 16:22:20 PDT 2018,Fri Nov 02 16:22:20 PDT 2018,,,,76,0% (0/0),0% (0/0),0% (0/0),1YjSjnArcKlmtIyNbVUimjRhnXeGwXHpL,1qgZvxRAbVk0iBCJBB73I4CrwxbKbA_zd,1iH5Tv1OmovyhiwuvRWiOVioIWlGBhQlS,1u3n3mMmYcFCTMD5Yuhax2Xr1bYcGQU5r,11gtzS6xvMctmzjDfkAy6jKH6ERjnt1hx,16jQKjFZoCrU0GjAv-L3lnn3zDVV76etg,1eD8jx_qa7IF4_4bcmTkNgdrveLajXq89,1rJQsnbwTtoXFTRq37ATFSTGaJaPn2uX1,13lIg99ukplqrelqPpYNnqvtLj38ymZgp,1fKsoDk_FvW0kAoExhq_d7FelMt7xGXvU,1Ea005AV1cIe8fceJEyTCcYxNar59TUuJ,1wzkO_7V9ZEGkPeumcZtbwE0zbtFp03cg,1t5g7ATcuKVXgXwztO0df_ELwrilNNGi-,1gS6sArS_N21Cv52gwCdutF8dIq0Ky0gy,9.57336E+17,category_arts,,,,,,,,,,,promoting,{},X,
31D0ZWOD0BJ3M5GPWJ9E5KE75Z90A7,3H9KHFULG6NAW110HXA1HKYRSBYCEM,"Identify ""Self-promoting"" Twitter Accounts","Identify which Twitter accounts are used to promote the user's online career, expertise, or online presence.  Also categorize what domain the user specializes in.","twitter, user, categorization",$0.06 ,Tue Oct 30 16:13:54 PDT 2018,3,BatchId:3417887;OriginalHitTemplateId:920937340;,900,259200,Tue Nov 06 15:13:54 PST 2018,,,3EFE17QCREPLKL691U7SLW2FKT4HS9,A38DC3BG1ZCVZ2,Submitted,Tue Oct 30 17:08:55 PDT 2018,Tue Oct 30 17:09:30 PDT 2018,Fri Nov 02 17:09:30 PDT 2018,,,,35,0% (0/0),0% (0/0),0% (0/0),1YjSjnArcKlmtIyNbVUimjRhnXeGwXHpL,1qgZvxRAbVk0iBCJBB73I4CrwxbKbA_zd,1iH5Tv1OmovyhiwuvRWiOVioIWlGBhQlS,1u3n3mMmYcFCTMD5Yuhax2Xr1bYcGQU5r,11gtzS6xvMctmzjDfkAy6jKH6ERjnt1hx,16jQKjFZoCrU0GjAv-L3lnn3zDVV76etg,1eD8jx_qa7IF4_4bcmTkNgdrveLajXq89,1rJQsnbwTtoXFTRq37ATFSTGaJaPn2uX1,13lIg99ukplqrelqPpYNnqvtLj38ymZgp,1fKsoDk_FvW0kAoExhq_d7FelMt7xGXvU,1Ea005AV1cIe8fceJEyTCcYxNar59TUuJ,1wzkO_7V9ZEGkPeumcZtbwE0zbtFp03cg,1t5g7ATcuKVXgXwztO0df_ELwrilNNGi-,1gS6sArS_N21Cv52gwCdutF8dIq0Ky0gy,9.57336E+17,,,,,,category_other,,,,,other,promoting,media,X,
3IZVJEBJ6B4Z1OACA05UVEF7RN26ZF,3H9KHFULG6NAW110HXA1HKYRSBYCEM,"Identify ""Self-promoting"" Twitter Accounts","Identify which Twitter accounts are used to promote the user's online career, expertise, or online presence.  Also categorize what domain the user specializes in.","twitter, user, categorization",$0.06 ,Tue Oct 30 16:13:57 PDT 2018,3,BatchId:3417887;OriginalHitTemplateId:920937340;,900,259200,Tue Nov 06 15:13:57 PST 2018,,,36H9ULYP64E87MWDJAAEQAZF8VEFJT,A1I9ZBV75AVWUS,Submitted,Tue Oct 30 17:08:58 PDT 2018,Tue Oct 30 17:09:57 PDT 2018,Fri Nov 02 17:09:57 PDT 2018,,,,59,0% (0/0),0% (0/0),0% (0/0),1YjSjnArcKlmtIyNbVUimjRhnXeGwXHpL,1qgZvxRAbVk0iBCJBB73I4CrwxbKbA_zd,1iH5Tv1OmovyhiwuvRWiOVioIWlGBhQlS,1u3n3mMmYcFCTMD5Yuhax2Xr1bYcGQU5r,11gtzS6xvMctmzjDfkAy6jKH6ERjnt1hx,16jQKjFZoCrU0GjAv-L3lnn3zDVV76etg,1eD8jx_qa7IF4_4bcmTkNgdrveLajXq89,1rJQsnbwTtoXFTRq37ATFSTGaJaPn2uX1,13lIg99ukplqrelqPpYNnqvtLj38ymZgp,1fKsoDk_FvW0kAoExhq_d7FelMt7xGXvU,1Ea005AV1cIe8fceJEyTCcYxNar59TUuJ,1wzkO_7V9ZEGkPeumcZtbwE0zbtFp03cg,1t5g7ATcuKVXgXwztO0df_ELwrilNNGi-,1gS6sArS_N21Cv52gwCdutF8dIq0Ky0gy,9.18466E+17,,,,,,category_other,,,,,other,promoting,Reading,X,
3IZVJEBJ6B4Z1OACA05UVEF7RN26ZF,3H9KHFULG6NAW110HXA1HKYRSBYCEM,"Identify ""Self-promoting"" Twitter Accounts","Identify which Twitter accounts are used to promote the user's online career, expertise, or online presence.  Also categorize what domain the user specializes in.","twitter, user, categorization",$0.06 ,Tue Oct 30 16:13:57 PDT 2018,3,BatchId:3417887;OriginalHitTemplateId:920937340;,900,259200,Tue Nov 06 15:13:57 PST 2018,,,3E7TUJ2EGE6M3Q586SOBDGIR0DKD9J,A3FP6K4YPM1TDK,Submitted,Tue Oct 30 16:55:54 PDT 2018,Tue Oct 30 16:56:04 PDT 2018,Fri Nov 02 16:56:04 PDT 2018,,,,10,0% (0/0),0% (0/0),0% (0/0),1YjSjnArcKlmtIyNbVUimjRhnXeGwXHpL,1qgZvxRAbVk0iBCJBB73I4CrwxbKbA_zd,1iH5Tv1OmovyhiwuvRWiOVioIWlGBhQlS,1u3n3mMmYcFCTMD5Yuhax2Xr1bYcGQU5r,11gtzS6xvMctmzjDfkAy6jKH6ERjnt1hx,16jQKjFZoCrU0GjAv-L3lnn3zDVV76etg,1eD8jx_qa7IF4_4bcmTkNgdrveLajXq89,1rJQsnbwTtoXFTRq37ATFSTGaJaPn2uX1,13lIg99ukplqrelqPpYNnqvtLj38ymZgp,1fKsoDk_FvW0kAoExhq_d7FelMt7xGXvU,1Ea005AV1cIe8fceJEyTCcYxNar59TUuJ,1wzkO_7V9ZEGkPeumcZtbwE0zbtFp03cg,1t5g7ATcuKVXgXwztO0df_ELwrilNNGi-,1gS6sArS_N21Cv52gwCdutF8dIq0Ky0gy,9.18466E+17,,,,,,,,,,,,personal,,X,
3IZVJEBJ6B4Z1OACA05UVEF7RN26ZF,3H9KHFULG6NAW110HXA1HKYRSBYCEM,"Identify ""Self-promoting"" Twitter Accounts","Identify which Twitter accounts are used to promote the user's online career, expertise, or online presence.  Also categorize what domain the user specializes in.","twitter, user, categorization",$0.06 ,Tue Oct 30 16:13:57 PDT 2018,3,BatchId:3417887;OriginalHitTemplateId:920937340;,900,259200,Tue Nov 06 15:13:57 PST 2018,,,3WI0P0II63CS7Q1U09OX41IL6ZUDRA,A38DC3BG1ZCVZ2,Submitted,Tue Oct 30 17:20:53 PDT 2018,Tue Oct 30 17:21:18 PDT 2018,Fri Nov 02 17:21:18 PDT 2018,,,,25,0% (0/0),0% (0/0),0% (0/0),1YjSjnArcKlmtIyNbVUimjRhnXeGwXHpL,1qgZvxRAbVk0iBCJBB73I4CrwxbKbA_zd,1iH5Tv1OmovyhiwuvRWiOVioIWlGBhQlS,1u3n3mMmYcFCTMD5Yuhax2Xr1bYcGQU5r,11gtzS6xvMctmzjDfkAy6jKH6ERjnt1hx,16jQKjFZoCrU0GjAv-L3lnn3zDVV76etg,1eD8jx_qa7IF4_4bcmTkNgdrveLajXq89,1rJQsnbwTtoXFTRq37ATFSTGaJaPn2uX1,13lIg99ukplqrelqPpYNnqvtLj38ymZgp,1fKsoDk_FvW0kAoExhq_d7FelMt7xGXvU,1Ea005AV1cIe8fceJEyTCcYxNar59TUuJ,1wzkO_7V9ZEGkPeumcZtbwE0zbtFp03cg,1t5g7ATcuKVXgXwztO0df_ELwrilNNGi-,1gS6sArS_N21Cv52gwCdutF8dIq0Ky0gy,9.18466E+17,,,,,,category_other,,,,,other,promoting,literature,X,
3R16PJFTS4BQX67CRB95B17GRNJ4K6,3H9KHFULG6NAW110HXA1HKYRSBYCEM,"Identify ""Self-promoting"" Twitter Accounts","Identify which Twitter accounts are used to promote the user's online career, expertise, or online presence.  Also categorize what domain the user specializes in.","twitter, user, categorization",$0.06 ,Tue Oct 30 16:13:57 PDT 2018,3,BatchId:3417887;OriginalHitTemplateId:920937340;,900,259200,Tue Nov 06 15:13:57 PST 2018,,,3GD6L00D3UH7IF8QF88LH0N2BFRM14,A1HA15VCWUJ6BI,Submitted,Tue Oct 30 17:11:45 PDT 2018,Tue Oct 30 17:23:52 PDT 2018,Fri Nov 02 17:23:52 PDT 2018,,,,727,100% (5/5),100% (5/5),0% (0/0),1YjSjnArcKlmtIyNbVUimjRhnXeGwXHpL,1qgZvxRAbVk0iBCJBB73I4CrwxbKbA_zd,1iH5Tv1OmovyhiwuvRWiOVioIWlGBhQlS,1u3n3mMmYcFCTMD5Yuhax2Xr1bYcGQU5r,11gtzS6xvMctmzjDfkAy6jKH6ERjnt1hx,16jQKjFZoCrU0GjAv-L3lnn3zDVV76etg,1eD8jx_qa7IF4_4bcmTkNgdrveLajXq89,1rJQsnbwTtoXFTRq37ATFSTGaJaPn2uX1,13lIg99ukplqrelqPpYNnqvtLj38ymZgp,1fKsoDk_FvW0kAoExhq_d7FelMt7xGXvU,1Ea005AV1cIe8fceJEyTCcYxNar59TUuJ,1wzkO_7V9ZEGkPeumcZtbwE0zbtFp03cg,1t5g7ATcuKVXgXwztO0df_ELwrilNNGi-,1gS6sArS_N21Cv52gwCdutF8dIq0Ky0gy,8.78709E+17,,,,,,,,,category_style,,other,promoting,coaching,X,
3R16PJFTS4BQX67CRB95B17GRNJ4K6,3H9KHFULG6NAW110HXA1HKYRSBYCEM,"Identify ""Self-promoting"" Twitter Accounts","Identify which Twitter accounts are used to promote the user's online career, expertise, or online presence.  Also categorize what domain the user specializes in.","twitter, user, categorization",$0.06 ,Tue Oct 30 16:13:57 PDT 2018,3,BatchId:3417887;OriginalHitTemplateId:920937340;,900,259200,Tue Nov 06 15:13:57 PST 2018,,,3QEMNNSB2ZJIP7HFRVQRZKRL5NT7DY,A2P76QVLSGJR45,Submitted,Tue Oct 30 16:19:46 PDT 2018,Tue Oct 30 16:19:56 PDT 2018,Fri Nov 02 16:19:56 PDT 2018,,,,10,100% (70/70),100% (70/70),0% (0/0),1YjSjnArcKlmtIyNbVUimjRhnXeGwXHpL,1qgZvxRAbVk0iBCJBB73I4CrwxbKbA_zd,1iH5Tv1OmovyhiwuvRWiOVioIWlGBhQlS,1u3n3mMmYcFCTMD5Yuhax2Xr1bYcGQU5r,11gtzS6xvMctmzjDfkAy6jKH6ERjnt1hx,16jQKjFZoCrU0GjAv-L3lnn3zDVV76etg,1eD8jx_qa7IF4_4bcmTkNgdrveLajXq89,1rJQsnbwTtoXFTRq37ATFSTGaJaPn2uX1,13lIg99ukplqrelqPpYNnqvtLj38ymZgp,1fKsoDk_FvW0kAoExhq_d7FelMt7xGXvU,1Ea005AV1cIe8fceJEyTCcYxNar59TUuJ,1wzkO_7V9ZEGkPeumcZtbwE0zbtFp03cg,1t5g7ATcuKVXgXwztO0df_ELwrilNNGi-,1gS6sArS_N21Cv52gwCdutF8dIq0Ky0gy,8.78709E+17,,,,,,,,,,,,non_english,,X,
3R16PJFTS4BQX67CRB95B17GRNJ4K6,3H9KHFULG6NAW110HXA1HKYRSBYCEM,"Identify ""Self-promoting"" Twitter Accounts","Identify which Twitter accounts are used to promote the user's online career, expertise, or online presence.  Also categorize what domain the user specializes in.","twitter, user, categorization",$0.06 ,Tue Oct 30 16:13:57 PDT 2018,3,BatchId:3417887;OriginalHitTemplateId:920937340;,900,259200,Tue Nov 06 15:13:57 PST 2018,,,3WZ36BJEV50C88G2Q22M9QV3RZABT9,A3GUJ6JD25FX7O,Submitted,Tue Oct 30 16:41:55 PDT 2018,Tue Oct 30 16:44:32 PDT 2018,Fri Nov 02 16:44:32 PDT 2018,,,,157,0% (0/0),0% (0/0),0% (0/0),1YjSjnArcKlmtIyNbVUimjRhnXeGwXHpL,1qgZvxRAbVk0iBCJBB73I4CrwxbKbA_zd,1iH5Tv1OmovyhiwuvRWiOVioIWlGBhQlS,1u3n3mMmYcFCTMD5Yuhax2Xr1bYcGQU5r,11gtzS6xvMctmzjDfkAy6jKH6ERjnt1hx,16jQKjFZoCrU0GjAv-L3lnn3zDVV76etg,1eD8jx_qa7IF4_4bcmTkNgdrveLajXq89,1rJQsnbwTtoXFTRq37ATFSTGaJaPn2uX1,13lIg99ukplqrelqPpYNnqvtLj38ymZgp,1fKsoDk_FvW0kAoExhq_d7FelMt7xGXvU,1Ea005AV1cIe8fceJEyTCcYxNar59TUuJ,1wzkO_7V9ZEGkPeumcZtbwE0zbtFp03cg,1t5g7ATcuKVXgXwztO0df_ELwrilNNGi-,1gS6sArS_N21Cv52gwCdutF8dIq0Ky0gy,8.78709E+17,,,,,,,,,,,,non_english,,X,
34KYK9TV2SS86O5TBZSUA14WI9CSBG,3H9KHFULG6NAW110HXA1HKYRSBYCEM,"Identify ""Self-promoting"" Twitter Accounts","Identify which Twitter accounts are used to promote the user's online career, expertise, or online presence.  Also categorize what domain the user specializes in.","twitter, user, categorization",$0.06 ,Tue Oct 30 16:13:54 PDT 2018,3,BatchId:3417887;OriginalHitTemplateId:920937340;,900,259200,Tue Nov 06 15:13:54 PST 2018,,,392CY0QWG3B2EVFIHBTVN5NO6QII4Y,A377TAR5S3BU74,Submitted,Tue Oct 30 17:18:40 PDT 2018,Tue Oct 30 17:18:46 PDT 2018,Fri Nov 02 17:18:46 PDT 2018,,,,6,100% (114/114),100% (114/114),0% (0/0),1YjSjnArcKlmtIyNbVUimjRhnXeGwXHpL,1qgZvxRAbVk0iBCJBB73I4CrwxbKbA_zd,1iH5Tv1OmovyhiwuvRWiOVioIWlGBhQlS,1u3n3mMmYcFCTMD5Yuhax2Xr1bYcGQU5r,11gtzS6xvMctmzjDfkAy6jKH6ERjnt1hx,16jQKjFZoCrU0GjAv-L3lnn3zDVV76etg,1eD8jx_qa7IF4_4bcmTkNgdrveLajXq89,1rJQsnbwTtoXFTRq37ATFSTGaJaPn2uX1,13lIg99ukplqrelqPpYNnqvtLj38ymZgp,1fKsoDk_FvW0kAoExhq_d7FelMt7xGXvU,1Ea005AV1cIe8fceJEyTCcYxNar59TUuJ,1wzkO_7V9ZEGkPeumcZtbwE0zbtFp03cg,1t5g7ATcuKVXgXwztO0df_ELwrilNNGi-,1gS6sArS_N21Cv52gwCdutF8dIq0Ky0gy,9.48934E+17,,,,,,,,,,,,personal,,X,
